run_id,model,parameter_count,seed,steps,examples_seen,sequence_tokens_seen,answer_tokens_seen,repetition_ratio,estimated_training_flops,validation_loss,greedy_exact_match,final_train_loss,final_answer_token_accuracy,compilation_seconds,steady_state_training_seconds,total_training_seconds,backend,jax_version,git_commit
dense_5p12m_s0175_seed123,dense_5p12m,5123584,123,175,358400,5376000,1433600,1.792,165266325504000,0.012018653377890588,0.99995,0.01115327887237072,0.9998779296875,10.102198433000012,48.50833680299729,79.1873320300001,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_5p12m_s0175_seed2026,dense_5p12m,5123584,2026,175,358400,5376000,1433600,1.792,165266325504000,0.008770712092518807,1.0,0.008188361302018166,1.0,10.112886634999995,48.19047555999805,78.79860816400014,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_5p12m_s0250_seed42,dense_5p12m,5123584,42,250,512000,7680000,2048000,2.56,236094750720000,0.0024197286926209926,1.0,0.0023009860888123512,1.0,9.511508595000123,66.96131577799406,96.87636923000082,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_5p12m_s0250_seed123,dense_5p12m,5123584,123,250,512000,7680000,2048000,2.56,236094750720000,0.0037536821328103542,0.99995,0.0035020720679312944,1.0,9.997129232999214,67.767279908011,99.19406568399972,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_5p12m_s0250_seed2026,dense_5p12m,5123584,2026,250,512000,7680000,2048000,2.56,236094750720000,0.003610269259661436,1.0,0.003297284943982959,1.0,10.310281856000074,67.53918880400579,99.21532474099968,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_5p12m_s0400_seed42,dense_5p12m,5123584,42,400,819200,12288000,3276800,4.096,377751601152000,0.0010556420544162392,1.0,0.000985010527074337,1.0,9.764525694999975,104.74455965899779,136.8371651940006,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_5p12m_s0400_seed123,dense_5p12m,5123584,123,400,819200,12288000,3276800,4.096,377751601152000,0.0013997035566717386,1.0,0.0013122155796736479,1.0,11.196530279000399,107.33609926997815,141.61734768399947,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_5p12m_s0400_seed2026,dense_5p12m,5123584,2026,400,819200,12288000,3276800,4.096,377751601152000,0.0010924987960606813,1.0,0.0010083504021167755,1.0,10.906863543000327,105.82404526100436,140.46766359400044,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_5p12m_s0750_seed42,dense_5p12m,5123584,42,750,1536000,23040000,6144000,7.68,708284252160000,0.00027385924477130175,1.0,0.0002514261577744037,1.0,9.586732574000052,194.20261660299457,230.89485959400008,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_5p12m_s0750_seed123,dense_5p12m,5123584,123,750,1536000,23040000,6144000,7.68,708284252160000,0.0003662385861389339,1.0,0.00033862085547298193,1.0,10.436067732000083,196.49173946699466,235.30713036500038,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_5p12m_s0750_seed2026,dense_5p12m,5123584,2026,750,1536000,23040000,6144000,7.68,708284252160000,0.0002443878707708791,1.0,0.0002284125512233004,1.0,10.60881241199968,197.26156810498287,236.95874308600014,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0050_seed42,dense_10m,10000000,42,50,102400,1536000,409600,0.512,92160000000000,1.7168767213821412,0.0011,1.5479741096496582,0.402099609375,13.057363138000255,26.739699110998117,64.82898504600053,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0050_seed123,dense_10m,10000000,123,50,102400,1536000,409600,0.512,92160000000000,1.7405051231384276,0.00105,1.633988380432129,0.3753662109375,13.279996148999999,25.268124352003724,64.03471893800088,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0050_seed2026,dense_10m,10000000,2026,50,102400,1536000,409600,0.512,92160000000000,1.7760562419891357,0.0018,1.6493970155715942,0.3848876953125,12.200369583999418,26.196641825006736,64.76318885799992,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0075_seed42,dense_10m,10000000,42,75,153600,2304000,614400,0.768,138240000000000,1.6162401199340821,0.0048,1.4425885677337646,0.4501953125,13.781286010999793,39.586840633002794,78.18404242100041,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0075_seed123,dense_10m,10000000,123,75,153600,2304000,614400,0.768,138240000000000,1.6860191583633424,0.00125,1.5079920291900635,0.4088134765625,12.431832008000129,37.307429506992776,75.27082607400007,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0075_seed2026,dense_10m,10000000,2026,75,153600,2304000,614400,0.768,138240000000000,1.6144450187683106,0.00395,1.4376252889633179,0.4537353515625,12.732738489999974,37.43304585199803,77.11095520199888,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0100_seed42,dense_10m,10000000,42,100,204800,3072000,819200,1.024,184320000000000,0.18714621663093567,0.7994,0.1806841343641281,0.9481201171875,13.454806110999925,53.64169278100144,92.79531303399926,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0100_seed123,dense_10m,10000000,123,100,204800,3072000,819200,1.024,184320000000000,0.7161024212837219,0.1029,0.6895890235900879,0.7802734375,12.40925880299983,50.540281458004756,88.78482344300028,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0100_seed2026,dense_10m,10000000,2026,100,204800,3072000,819200,1.024,184320000000000,0.3193195939064026,0.7229,0.28694599866867065,0.942138671875,12.577084200998797,50.55132285400941,89.65458581400162,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0125_seed42,dense_10m,10000000,42,125,256000,3840000,1024000,1.28,230400000000000,0.15860358476638795,0.8527,0.14652524888515472,0.96728515625,12.303592385999764,66.42507627800205,104.17317198799992,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0125_seed123,dense_10m,10000000,123,125,256000,3840000,1024000,1.28,230400000000000,0.3269593596458435,0.53865,0.3272708058357239,0.8865966796875,12.207041825000488,65.99351137899612,104.19352368100044,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0125_seed2026,dense_10m,10000000,2026,125,256000,3840000,1024000,1.28,230400000000000,0.05808212235569954,0.9924,0.057776324450969696,0.9981689453125,13.260015101001045,62.99406076398736,102.9108490890012,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0175_seed42,dense_10m,10000000,42,175,358400,5376000,1433600,1.792,322560000000000,0.004225395433604717,1.0,0.003967861644923687,1.0,12.309697640000195,92.4269603939947,131.72685990399987,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0175_seed123,dense_10m,10000000,123,175,358400,5376000,1433600,1.792,322560000000000,0.008653470873832702,0.9999,0.0080485250800848,1.0,13.72186158399927,89.19753428099102,131.31716195699846,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0175_seed2026,dense_10m,10000000,2026,175,358400,5376000,1433600,1.792,322560000000000,0.004132686741650104,1.0,0.003933974541723728,1.0,13.055834841999967,87.07780994499444,126.98114543799966,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0250_seed42,dense_10m,10000000,42,250,512000,7680000,2048000,2.56,460800000000000,0.0016151698771864175,1.0,0.0015000452985987067,1.0,12.156412550999448,128.8116596559994,168.68457108499933,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0250_seed123,dense_10m,10000000,123,250,512000,7680000,2048000,2.56,460800000000000,0.0017264303285628557,1.0,0.0015935162082314491,1.0,13.196008920000168,126.5175244649854,167.2561684930006,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0250_seed2026,dense_10m,10000000,2026,250,512000,7680000,2048000,2.56,460800000000000,0.001698253839276731,1.0,0.0015811801422387362,1.0,11.99007367500053,124.62213287300983,165.51766217800105,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0400_seed42,dense_10m,10000000,42,400,819200,12288000,3276800,4.096,737280000000000,0.000638492638245225,1.0,0.0005977613036520779,1.0,13.632234393000545,203.76338102999762,247.1530736779996,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0400_seed123,dense_10m,10000000,123,400,819200,12288000,3276800,4.096,737280000000000,0.0007785558351315558,1.0,0.0007369647501036525,1.0,12.889161865999995,207.94503820500904,251.0605086759988,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0400_seed2026,dense_10m,10000000,2026,400,819200,12288000,3276800,4.096,737280000000000,0.0008675214368849993,1.0,0.0008070279145613313,1.0,12.598566554999707,203.9049730439856,248.31705280999995,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0750_seed42,dense_10m,10000000,42,750,1536000,23040000,6144000,7.68,1382400000000000,0.000161058476078324,1.0,0.0001496859040344134,1.0,13.593124730999989,374.0076604650285,422.8784814519995,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0750_seed123,dense_10m,10000000,123,750,1536000,23040000,6144000,7.68,1382400000000000,0.0001610975683433935,1.0,0.0001474676828365773,1.0,12.589153204999093,381.73936264704025,429.47143617300026,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
dense_10m_s0750_seed2026,dense_10m,10000000,2026,750,1536000,23040000,6144000,7.68,1382400000000000,0.00017658343131188303,1.0,0.00016451651754323393,1.0,12.709583612000642,380.0660546520121,429.3991668519993,gpu,0.7.2,9e43cd768fe63ea9b4e9b518acc44e340ba44123
